0.500,7.993290e-03,3.895450e-04
0.600,8.890830e-03,4.332860e-04
0.700,8.896080e-03,4.335410e-04
0.800,8.647960e-03,4.214490e-04
0.900,8.626050e-03,4.203810e-04
1.000,8.415570e-03,4.101240e-04
1.200,7.391960e-03,3.602390e-04
1.400,6.318760e-03,3.079380e-04
1.600,5.457980e-03,2.659890e-04
1.800,4.676380e-03,2.278990e-04
2.000,4.011380e-03,1.954900e-04
