1.01693      0
1.00703      0.00990592
0.997612      0.0110156
0.999846      0.00810318
0.998518      0.00641574
0.997219      0.0053971
0.997998      0.00462744
1.00209      0.00572694
1.00158      0.00507635
1.00424      0.00526028
1.00272      0.00499234
1.00095      0.00489173
1.00107      0.00450145
1.0002      0.00425648
1.00062      0.00398395
0.999842      0.00380637
1.00004      0.00358074
0.999511      0.0034166
0.998867      0.0032954
0.998061      0.00322855
0.998786      0.00315547
0.998907      0.00301105
0.999322      0.002907
0.998196      0.00300236
0.997176      0.00305501
0.997613      0.00296743
0.997715      0.00285722
0.997837      0.00275601
0.998495      0.0027395
0.998332      0.00265161
0.99873      0.00259535
0.998477      0.00252566
0.998321      0.00245291
0.99847      0.00238435
0.99807      0.00234964
0.998781      0.00239176
0.998369      0.0023625
0.998461      0.00230134
0.998822      0.00227048
0.99919      0.00224338
0.998693      0.0022438
0.998394      0.00221004
0.998439      0.00215851
0.998502      0.00210982
0.998594      0.00206445
0.998476      0.00202254
0.998735      0.00199603
0.998809      0.00195539
0.999411      0.00200742
0.998881      0.00203699
0.999172      0.00201766
0.999115      0.00197928
0.99945      0.00197026
1.00009      0.00203557
0.999801      0.00201855
0.999227      0.00206351
0.9991      0.00203098
0.999005      0.00199791
0.999427      0.0020086
0.999129      0.00199714
0.999299      0.0019714
0.999226      0.00194071
0.99898      0.00192538
0.998722      0.00191254
0.998863      0.0018881
0.999126      0.00187784
0.999145      0.00184969
0.998977      0.00183
0.998479      0.00187061
0.998508      0.00184392
0.999023      0.00188932
0.999043      0.00186299
0.99927      0.00185126
0.999382      0.00182947
0.999595      0.0018175
0.999566      0.00179366
0.999822      0.00178856
1.00006      0.00178099
1.00001      0.00175884
0.999984      0.00173695
1.00001      0.00171555
1.00009      0.00169633
1.00028      0.00168656
1.00014      0.00167229
1.00039      0.00167102
1.00035      0.00165193
1.00059      0.00165156
1.00044      0.00164014
1.00081      0.0016644
1.00087      0.00164687
1.00079      0.00163055
1.00094      0.00161917
1.00089      0.00160256
1.00098      0.00158797
1.00093      0.00157177
1.00071      0.00157144
1.00065      0.00155625
1.00066      0.0015403
1.00066      0.00152469
1.00037      0.00153878
