1 26 16 22 5 6 2 27 17 31 8 9 13 25 3 23 24 28 7 19 11 32 30 15 4 14 34 10 29 20 12 33 21 18 
1 12 27 17 29 3 7 26 16 22 5 6 2 31 8 9 13 25 23 24 28 19 11 32 30 15 4 14 34 10 20 33 21 18 
1 12 27 17 29 3 7 26 16 22 5 6 2 31 8 9 13 25 23 24 28 21 30 20 10 11 15 33 34 19 18 14 4 32 
1 28 12 27 17 29 3 7 26 16 22 5 6 2 31 8 9 13 25 23 24 21 30 20 10 11 15 33 34 19 18 14 4 32 
1 9 13 25 12 27 17 29 3 7 26 16 22 5 6 2 31 8 30 21 28 24 23 20 10 11 15 33 34 19 18 14 4 32 
1 12 27 17 29 3 7 26 23 24 28 21 30 20 10 16 22 34 19 18 5 6 2 31 8 9 13 25 11 15 33 14 4 32 
1 9 27 17 29 3 7 26 23 24 28 16 22 18 14 4 32 5 6 2 31 8 12 13 25 21 30 20 10 11 15 33 34 19 
1 9 27 17 29 3 7 26 23 24 28 16 22 18 14 4 32 5 6 2 12 8 31 13 25 30 21 20 10 11 15 33 34 19 
1 9 27 17 29 3 7 26 23 24 28 16 22 18 12 10 20 30 32 4 14 13 25 21 5 11 8 31 2 6 15 33 34 19 
1 28 9 27 17 29 3 7 26 23 24 16 22 18 14 4 32 5 6 12 10 20 30 13 25 21 11 8 31 2 15 33 34 19 
1 28 9 27 17 29 3 7 26 23 24 16 22 18 12 10 20 30 32 4 14 13 25 21 5 11 8 31 2 6 15 33 34 19 
1 28 9 27 17 3 29 7 26 10 23 24 16 22 18 12 20 30 32 4 14 13 25 21 5 11 8 31 2 6 15 33 34 19 
1 28 9 27 17 3 29 7 26 10 23 24 16 22 18 12 20 30 32 4 14 13 25 21 5 11 8 31 2 6 15 33 34 19 
1 28 9 27 17 34 19 3 29 7 26 10 23 24 16 22 18 12 20 30 32 4 14 13 25 21 5 11 8 31 2 6 15 33 
1 28 9 27 17 34 19 3 29 7 26 10 23 24 16 22 18 12 20 30 32 4 14 13 25 21 5 11 8 31 2 6 15 33 
1 28 9 27 17 34 19 3 29 7 26 10 23 24 16 22 18 12 20 30 13 14 4 32 25 21 5 11 8 31 2 6 15 33 
1 28 9 27 17 34 19 3 29 7 26 10 23 24 16 22 18 12 20 21 32 4 14 13 25 30 5 11 8 31 2 6 15 33 
1 28 9 27 17 34 19 3 29 7 26 23 10 24 16 22 18 12 20 21 32 4 14 13 25 30 5 11 8 31 2 6 15 33 
1 28 9 27 17 34 19 3 29 18 22 16 24 23 10 26 7 12 20 21 32 4 14 13 25 30 5 11 8 31 2 6 15 33 
1 28 9 27 17 34 19 3 29 7 24 10 23 26 16 22 18 12 20 21 32 4 14 13 25 30 5 11 8 31 2 6 15 33 
1 28 9 27 17 34 19 3 29 18 22 16 24 23 10 26 7 12 20 21 32 4 14 13 25 30 5 11 33 15 6 2 31 8 
1 28 9 27 17 34 19 3 29 7 24 10 23 26 16 22 18 12 20 15 6 2 31 8 11 5 30 25 13 14 4 32 21 33 
1 28 9 27 17 34 19 3 29 7 24 10 23 26 16 22 18 12 20 15 6 2 31 8 21 32 4 14 13 25 30 5 11 33 
1 28 9 27 17 34 19 3 29 18 22 16 7 24 10 23 26 12 20 15 6 2 31 8 21 32 4 14 13 25 30 5 11 33 
1 28 9 21 8 31 2 6 15 20 12 18 22 16 26 23 10 24 7 29 3 19 34 17 27 32 4 14 13 25 30 5 11 33 
1 28 9 27 17 34 19 3 29 18 22 16 7 24 10 23 26 12 20 15 6 2 5 30 25 13 14 4 32 21 11 33 31 8 
1 28 9 27 17 34 19 3 29 18 22 16 7 24 10 23 26 12 20 15 6 2 5 30 25 13 14 4 32 21 11 33 31 8 
1 28 9 27 17 34 19 3 29 18 22 16 7 24 10 23 26 12 20 15 6 2 5 30 25 13 14 4 32 31 21 8 11 33 
1 28 9 27 17 34 19 3 29 18 22 16 26 23 10 24 7 12 20 15 6 2 31 8 21 32 4 14 13 25 30 5 11 33 
1 28 9 27 17 34 19 3 29 18 22 16 26 23 10 24 7 12 20 15 6 2 5 30 25 13 14 4 32 31 21 8 11 33 
1 28 9 27 17 34 19 18 29 3 22 16 7 24 10 23 26 12 20 15 6 2 5 30 25 13 14 4 32 31 21 8 11 33 
1 28 9 27 17 34 19 18 29 3 22 16 26 23 10 24 7 12 20 15 6 2 5 30 25 13 14 4 32 31 21 8 11 33 
1 28 9 27 17 34 19 18 29 3 22 16 26 23 10 24 7 12 20 15 6 2 5 30 25 13 14 4 32 31 11 33 8 21 
1 28 9 27 17 34 19 18 29 3 22 16 26 23 10 24 7 12 20 15 6 2 5 30 25 32 4 14 13 31 11 33 8 21 
1 28 9 27 17 34 19 18 29 3 22 16 26 23 10 24 7 12 20 15 6 2 5 30 25 32 4 14 13 31 11 33 8 21 
1 28 9 27 17 34 19 18 29 3 22 16 26 23 10 24 7 12 20 15 6 2 5 30 25 32 4 14 13 31 11 33 8 21 
1 28 9 27 17 34 19 18 29 3 22 16 26 23 10 24 7 12 20 15 6 2 5 30 25 32 4 14 13 31 11 33 8 21 
1 28 9 27 17 34 19 18 29 3 22 16 26 23 10 24 7 12 20 15 6 2 5 30 25 32 4 14 13 31 11 33 8 21 
1 28 9 27 17 34 19 18 29 3 22 16 26 23 10 24 7 12 20 15 6 2 5 30 25 32 4 14 13 31 33 11 8 21 
1 28 9 27 17 34 19 18 29 3 22 16 26 24 10 23 7 12 20 15 6 2 5 30 25 32 4 14 13 31 33 11 8 21 
1 28 9 27 17 34 19 18 29 3 22 16 26 23 10 24 7 20 15 6 2 5 30 25 32 4 14 13 31 11 12 33 8 21 
1 28 9 27 17 34 18 19 29 3 22 16 26 23 10 24 7 20 15 6 2 5 30 25 32 4 14 13 31 11 12 33 8 21 
1 28 9 17 27 34 18 19 29 3 22 16 26 23 10 24 7 20 15 6 2 5 30 25 32 4 14 13 31 11 12 33 8 21 
1 28 9 17 27 34 18 19 29 3 22 16 26 23 10 24 7 20 15 6 2 5 30 25 32 4 14 13 31 11 12 33 8 21 
1 28 9 17 27 34 18 19 29 3 22 16 26 23 10 24 7 20 15 6 2 5 30 25 32 4 14 13 31 11 12 33 8 21 
1 28 9 17 27 34 18 19 29 3 22 16 26 23 10 24 7 20 2 6 15 5 30 25 32 4 14 13 31 11 12 33 8 21 
1 28 9 17 27 34 18 19 29 3 22 16 26 23 10 24 7 20 2 6 15 5 30 25 32 4 14 13 31 11 12 33 8 21 
1 28 9 17 27 34 18 19 29 3 22 16 26 23 10 24 7 20 6 2 15 5 30 25 32 4 14 13 31 11 12 33 8 21 
1 28 9 17 27 34 18 19 29 3 22 16 26 23 10 24 7 20 6 2 15 5 30 25 32 4 14 13 31 11 12 33 8 21 
1 28 9 17 27 34 18 19 29 3 22 16 26 23 7 24 10 20 6 2 15 5 30 25 32 4 14 13 31 11 12 33 8 21 
1 28 9 17 27 34 18 19 29 3 22 16 26 23 7 24 10 20 6 2 15 5 30 25 32 4 14 13 31 11 33 12 8 21 
1 28 9 17 27 34 18 19 29 3 22 16 26 23 7 24 10 20 6 2 15 5 30 25 32 4 14 13 31 11 33 12 8 21 
1 28 9 17 27 34 18 19 29 3 22 16 26 23 7 24 10 20 6 2 15 5 30 25 32 4 14 13 31 11 33 12 8 21 
1 28 9 17 27 34 18 19 29 3 22 16 26 23 7 24 10 20 6 2 15 5 30 25 32 4 14 13 31 11 33 12 8 21 
1 28 9 17 27 34 18 19 29 3 22 16 26 23 7 24 10 20 6 2 15 5 30 25 32 4 14 13 31 11 33 12 8 21 
1 28 9 17 27 34 18 19 29 3 22 16 26 23 7 24 10 20 6 2 15 5 30 13 14 4 32 25 31 11 33 12 8 21 
1 28 9 17 27 34 18 19 29 3 22 16 26 23 7 24 10 20 6 2 15 5 30 13 14 4 32 25 31 11 33 12 8 21 
1 21 8 12 33 11 31 25 32 4 14 13 30 5 15 2 6 20 10 24 7 23 26 16 22 3 29 19 18 34 27 17 9 28 
1 21 8 12 33 11 31 25 32 4 14 13 30 5 15 2 6 20 10 24 7 23 26 16 22 3 29 19 18 34 27 17 9 28 
1 21 8 12 33 11 31 25 32 4 14 13 30 5 15 2 6 20 10 24 7 23 26 16 22 3 29 19 18 34 27 17 9 28 
1 21 8 12 33 11 31 25 32 4 14 13 30 5 15 2 6 20 10 24 7 23 26 16 22 3 29 19 18 34 27 17 9 28 
1 21 8 12 33 11 31 25 32 4 14 13 30 5 15 2 6 20 10 24 7 23 26 16 22 3 29 19 18 34 27 17 9 28 
1 21 8 12 33 11 31 25 32 4 14 13 30 5 15 2 6 20 10 24 7 23 26 16 22 3 29 19 18 34 27 17 9 28 
1 21 8 12 33 11 31 25 32 4 14 13 30 5 15 2 6 20 10 24 7 23 26 16 22 3 29 19 18 34 27 17 9 28 
1 21 8 12 33 11 31 25 32 4 14 13 30 5 15 2 6 20 10 24 7 23 26 16 22 3 29 19 18 34 27 17 9 28 
1 21 8 12 33 11 31 25 32 4 14 13 30 5 15 2 6 20 10 24 7 23 26 16 22 3 29 19 18 34 27 17 9 28 
1 21 8 12 33 11 31 25 32 4 14 13 30 5 15 2 6 20 10 24 7 23 26 16 22 3 29 19 18 34 27 17 9 28 
1 21 8 12 33 11 31 25 32 4 14 13 30 5 15 2 6 20 10 24 7 23 26 16 22 3 29 19 18 34 27 17 9 28 
1 21 8 12 33 11 31 25 32 4 14 13 30 5 15 2 6 20 10 24 7 23 26 16 22 3 29 19 18 34 27 17 9 28 
1 21 8 12 33 11 31 25 32 4 14 13 30 5 15 2 6 20 10 24 7 23 26 16 22 3 29 19 18 34 27 17 9 28 
1 21 8 12 33 11 31 25 32 4 14 13 30 5 15 2 6 20 10 24 7 23 26 16 22 3 29 19 18 34 27 17 9 28 
1 21 8 12 33 11 31 25 32 4 14 13 30 5 15 2 6 20 10 24 7 23 26 16 22 3 29 19 18 34 27 17 9 28 
1 21 8 12 33 11 31 25 32 4 14 13 30 5 15 2 6 20 10 24 7 23 26 16 22 3 29 19 18 34 27 17 9 28 
1 21 8 12 33 11 31 25 32 4 14 13 30 5 15 2 6 20 10 24 7 23 26 16 22 3 29 19 18 34 27 17 9 28 
1 21 8 12 33 11 31 25 32 4 14 13 30 5 15 2 6 20 10 24 7 23 26 16 22 3 29 19 18 34 27 17 9 28 
